year,sex,indig,dist_sec,sc,grc,fam_n,min_dist,dist_cap,poor,progresa,hohedu,hohwag,welfare_index,hohsex,hohage,age,village,folnum,grc97,sc97
97,0,0,1.869,1,1,9,16.26457557923381,16.26457557923381,pobre,basal,2,875,494,1,41,7,159,8620,1,1
98,0,0,1.869,1,2,9,16.26457557923381,16.26457557923381,pobre,basal,2,875,494,1,41,8,159,8620,1,1
97,0,0,1.869,1,8,8,16.26457557923381,16.26457557923381,no pobre,basal,6,1000,758,0,44,15,159,8621,8,1
98,0,0,1.869,1,8,8,16.26457557923381,16.26457557923381,no pobre,basal,6,1000,758,0,44,16,159,8621,8,1
97,1,0,1.869,1,6,8,16.26457557923381,16.26457557923381,no pobre,basal,6,1000,758,0,44,13,159,8622,6,1
98,1,0,1.869,1,7,8,16.26457557923381,16.26457557923381,no pobre,basal,6,1000,758,0,44,14,159,8622,6,1
97,1,0,1.869,1,6,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,15,159,8623,6,1
98,1,0,1.869,1,7,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,16,159,8623,6,1
97,0,0,1.869,0,6,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,13,159,8624,6,0
98,0,0,1.869,0,6,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,14,159,8624,6,0
97,1,0,1.869,1,4,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,12,159,8625,4,1
98,1,0,1.869,1,5,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,13,159,8625,4,1
97,0,0,1.869,1,3,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,11,159,8626,3,1
98,0,0,1.869,1,3,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,12,159,8626,3,1
97,1,0,1.869,1,1,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,9,159,8627,1,1
98,1,0,1.869,1,3,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,10,159,8627,1,1
97,0,0,1.869,1,1,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,7,159,8628,1,1
98,0,0,1.869,1,2,11,16.26457557923381,16.26457557923381,pobre,basal,4,0,327,1,37,8,159,8628,1,1
97,1,0,1.869,,0,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,11,159,8629,0,
98,1,0,1.869,,,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,12,159,8629,0,
97,0,0,1.869,1,1,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,10,159,8630,1,1
98,0,0,1.869,1,2,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,11,159,8630,1,1
97,1,0,1.869,1,0,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,8,159,8631,0,1
98,1,0,1.869,1,0,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,9,159,8631,0,1
97,1,0,1.869,1,0,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,7,159,8632,0,1
98,1,0,1.869,1,0,8,16.26457557923381,16.26457557923381,pobre,basal,5,680,456,1,30,8,159,8632,0,1
97,1,0,1.869,0,4,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,14,159,8633,4,0
98,1,0,1.869,0,4,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,15,159,8633,4,0
97,1,0,1.869,1,4,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,13,159,8634,4,1
98,1,0,1.869,1,5,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,14,159,8634,4,1
97,0,0,1.869,1,3,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,10,159,8635,3,1
98,0,0,1.869,1,3,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,11,159,8635,3,1
97,1,0,1.869,1,2,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,9,159,8636,2,1
98,1,0,1.869,1,2,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,10,159,8636,2,1
97,0,0,1.869,1,3,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,7,159,8637,3,1
98,0,0,1.869,1,1,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,8,159,8637,3,1
97,0,0,1.869,,0,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,6,159,8638,0,
98,0,0,1.869,1,1,10,16.26457557923381,16.26457557923381,pobre,basal,6,0,352,1,34,7,159,8638,0,
97,0,0,1.869,1,5,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,11,159,8639,5,1
98,0,0,1.869,1,6,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,12,159,8639,5,1
97,0,0,1.869,1,1,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,9,159,8640,1,1
98,0,0,1.869,1,3,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,10,159,8640,1,1
97,1,0,1.869,1,1,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,7,159,8641,1,1
98,1,0,1.869,1,2,6,16.26457557923381,16.26457557923381,pobre,basal,6,875,580,1,32,8,159,8641,1,1
97,1,0,4.0120001,1,1,6,9.465391571979616,9.465391571979616,pobre,0,2,0,585,1,32,8,161,8642,1,1
98,1,0,4.0120001,1,2,6,9.465391571979616,9.465391571979616,pobre,0,2,0,585,1,32,9,161,8642,1,1
97,0,0,4.0120001,1,1,6,9.465391571979616,9.465391571979616,pobre,0,2,0,585,1,32,7,161,8643,1,1
98,0,0,4.0120001,1,2,6,9.465391571979616,9.465391571979616,pobre,0,2,0,585,1,32,8,161,8643,1,1
97,0,0,4.0120001,1,5,6,9.465391571979616,9.465391571979616,pobre,0,6,0,557,1,32,11,161,8644,5,1
98,0,0,4.0120001,0,6,6,9.465391571979616,9.465391571979616,pobre,0,6,0,557,1,32,12,161,8644,5,1
97,0,0,4.0120001,1,4,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,11,161,8645,4,1
98,0,0,4.0120001,,,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,12,161,8645,4,1
97,0,0,4.0120001,1,3,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,10,161,8646,3,1
98,0,0,4.0120001,,,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,11,161,8646,3,1
97,0,0,4.0120001,1,2,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,8,161,8647,2,1
98,0,0,4.0120001,,,8,9.465391571979616,9.465391571979616,pobre,0,3,0,455,1,32,9,161,8647,2,1
97,1,0,4.0120001,0,3,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,16,161,8648,3,0
98,1,0,4.0120001,,,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,17,161,8648,3,0
97,0,0,4.0120001,0,6,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,14,161,8649,6,0
98,0,0,4.0120001,0,6,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,15,161,8649,6,0
97,0,0,4.0120001,1,5,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,11,161,8650,5,1
98,0,0,4.0120001,0,6,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,12,161,8650,5,1
97,1,0,4.0120001,1,1,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,8,161,8651,1,1
98,1,0,4.0120001,1,2,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,9,161,8651,1,1
97,0,0,4.0120001,,0,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,6,161,8652,0,
98,0,0,4.0120001,1,1,9,9.465391571979616,9.465391571979616,pobre,0,0,0,579.5,1,50,7,161,8652,0,
97,0,0,4.0120001,0,6,6,9.465391571979616,9.465391571979616,no pobre,0,3,0,718,1,43,15,161,8653,6,0
98,0,0,4.0120001,0,6,6,9.465391571979616,9.465391571979616,no pobre,0,3,0,718,1,43,16,161,8653,6,0
97,1,0,4.0120001,1,1,6,9.465391571979616,9.465391571979616,pobre,0,3,0,538,1,33,8,161,8654,1,1
98,1,0,4.0120001,1,2,6,9.465391571979616,9.465391571979616,pobre,0,3,0,538,1,33,9,161,8654,1,1
97,0,0,1.036,0,7,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,13,172,8655,7,0
98,0,0,1.036,0,8,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,14,172,8655,7,0
97,0,0,1.036,1,7,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,12,172,8656,7,1
98,0,0,1.036,1,7,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,13,172,8656,7,1
97,0,0,1.036,1,6,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,10,172,8657,6,1
98,0,0,1.036,1,6,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,11,172,8657,6,1
97,0,0,1.036,1,4,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,8,172,8658,4,1
98,0,0,1.036,1,4,9,139.1773516464196,139.1773516464196,no pobre,basal,0,0,735.75,1,52,9,172,8658,4,1
97,1,0,1.036,1,3,4,139.1773516464196,139.1773516464196,pobre,basal,0,1000,633.34003,1,40,7,172,8659,3,1
98,1,0,1.036,1,3,4,139.1773516464196,139.1773516464196,pobre,basal,0,1000,633.34003,1,40,8,172,8659,3,1
97,0,0,1.163,1,5,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,10,168,8660,5,1
98,0,0,1.163,,,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,11,168,8660,5,1
97,0,0,1.163,1,2,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,9,168,8661,2,1
98,0,0,1.163,,,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,10,168,8661,2,1
97,0,0,1.163,,0,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,6,168,8662,0,
98,0,0,1.163,,,6,138.6567627911014,138.6567627911014,pobre,basal,2,0,679,1,34,7,168,8662,0,
97,1,0,1.163,1,7,5,138.6567627911014,138.6567627911014,pobre,basal,0,0,726.5,1,56,13,168,8663,7,1
98,1,0,1.163,1,7,5,138.6567627911014,138.6567627911014,pobre,basal,0,0,726.5,1,56,14,168,8663,7,1
97,0,0,1.163,1,2,5,138.6567627911014,138.6567627911014,pobre,basal,0,0,726.5,1,56,7,168,8664,2,1
98,0,0,1.163,1,2,5,138.6567627911014,138.6567627911014,pobre,basal,0,0,726.5,1,56,8,168,8664,2,1
97,0,0,1.163,1,7,4,138.6567627911014,138.6567627911014,pobre,basal,0,1500,746,1,40,14,168,8665,7,1
98,0,0,1.163,1,7,4,138.6567627911014,138.6567627911014,pobre,basal,0,1500,746,1,40,15,168,8665,7,1
97,1,0,1.163,1,5,4,138.6567627911014,138.6567627911014,pobre,basal,0,1500,746,1,40,12,168,8666,5,1
98,1,0,1.163,1,5,4,138.6567627911014,138.6567627911014,pobre,basal,0,1500,746,1,40,13,168,8666,5,1
97,1,0,1.163,1,7,3,138.6567627911014,138.6567627911014,no pobre,basal,3,1250,812.59003,1,57,12,168,8667,7,1
98,1,0,1.163,1,7,3,138.6567627911014,138.6567627911014,no pobre,basal,3,1250,812.59003,1,57,13,168,8667,7,1
97,0,0,1.036,1,7,4,139.1773516464196,139.1773516464196,no pobre,basal,2,1000,803,1,56,13,172,8668,7,1
98,0,0,1.036,1,8,4,139.1773516464196,139.1773516464196,no pobre,basal,2,1000,803,1,56,14,172,8668,7,1
97,1,0,1.163,1,8,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,13,168,8669,8,1
98,1,0,1.163,1,10,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,14,168,8669,8,1
97,0,0,1.163,1,6,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,12,168,8670,6,1
98,0,0,1.163,1,7,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,13,168,8670,6,1
97,1,0,1.163,1,4,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,10,168,8671,4,1
98,1,0,1.163,1,5,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,11,168,8671,4,1
97,1,0,1.163,1,2,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,7,168,8672,2,1
98,1,0,1.163,1,3,7,138.6567627911014,138.6567627911014,pobre,basal,6,2000,695.5,1,33,8,168,8672,2,1
97,0,0,1.163,1,8,4,138.6567627911014,138.6567627911014,pobre,basal,0,0,681,1,46,16,168,8673,8,1
98,0,0,1.163,0,9,4,138.6567627911014,138.6567627911014,pobre,basal,0,0,681,1,46,17,168,8673,8,1
97,0,0,1.163,1,3,5,138.6567627911014,138.6567627911014,pobre,basal,3,1250,645,1,29,7,168,8674,3,1
98,0,0,1.163,1,1,5,138.6567627911014,138.6567627911014,pobre,basal,3,1250,645,1,29,8,168,8674,3,1
97,1,0,1.036,1,7,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,13,172,8675,7,1
98,1,0,1.036,1,8,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,14,172,8675,7,1
97,1,0,1.036,1,5,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,11,172,8676,5,1
98,1,0,1.036,1,6,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,12,172,8676,5,1
97,0,0,1.036,1,2,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,8,172,8677,2,1
98,0,0,1.036,1,3,6,139.1773516464196,139.1773516464196,pobre,basal,3,5000,612,1,46,9,172,8677,2,1
97,1,0,1.163,,3,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,9,168,8678,3,
98,1,0,1.163,1,4,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,10,168,8678,3,
97,1,0,1.163,,2,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,8,168,8679,2,
98,1,0,1.163,1,3,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,9,168,8679,2,
97,0,0,1.163,,0,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,7,168,8680,0,
98,0,0,1.163,1,2,8,138.6567627911014,138.6567627911014,pobre,basal,3,2000,477,1,29,8,168,8680,0,
97,0,0,1.163,0,6,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,15,168,8681,6,0
98,0,0,1.163,0,6,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,16,168,8681,6,0
97,0,0,1.163,1,6,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,11,168,8682,6,1
98,0,0,1.163,1,7,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,12,168,8682,6,1
97,0,0,1.163,1,5,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,11,168,8683,5,1
98,0,0,1.163,1,6,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,12,168,8683,5,1
97,0,0,1.163,1,3,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,9,168,8684,3,1
98,0,0,1.163,1,4,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,10,168,8684,3,1
97,1,0,1.163,1,1,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,7,168,8685,1,1
98,1,0,1.163,1,1,6,138.6567627911014,138.6567627911014,pobre,basal,0,0,555,0,76,8,168,8685,1,1
97,1,0,1.163,0,3,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,16,168,8686,3,0
98,1,0,1.163,0,3,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,17,168,8686,3,0
97,0,0,1.163,1,8,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,14,168,8687,8,1
98,0,0,1.163,0,9,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,15,168,8687,8,1
97,0,0,1.163,1,5,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,12,168,8688,5,1
98,0,0,1.163,1,6,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,13,168,8688,5,1
97,1,0,1.163,1,3,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,10,168,8689,3,1
98,1,0,1.163,1,4,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,11,168,8689,3,1
97,0,0,1.163,1,3,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,7,168,8690,3,1
98,0,0,1.163,1,0,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,8,168,8690,3,1
97,1,0,1.163,1,1,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,6,168,8691,1,1
98,1,0,1.163,1,2,10,138.6567627911014,138.6567627911014,pobre,basal,2,0,477,1,50,7,168,8691,1,1
97,1,0,1.036,1,5,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,16,172,8692,5,1
98,1,0,1.036,,,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,17,172,8692,5,1
97,0,0,1.036,1,7,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,15,172,8693,7,1
98,0,0,1.036,1,7,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,16,172,8693,7,1
97,1,0,1.036,1,3,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,12,172,8694,3,1
98,1,0,1.036,1,0,6,139.1773516464196,139.1773516464196,no pobre,basal,1,0,768,1,35,13,172,8694,3,1
97,0,0,1.036,0,3,7,139.1773516464196,139.1773516464196,pobre,basal,0,0,689.5,1,59,16,172,8695,3,0
98,0,0,1.036,,,7,139.1773516464196,139.1773516464196,pobre,basal,0,0,689.5,1,59,17,172,8695,3,0
97,1,0,1.036,1,5,7,139.1773516464196,139.1773516464196,pobre,basal,0,0,689.5,1,59,13,172,8696,5,1
98,1,0,1.036,0,6,7,139.1773516464196,139.1773516464196,pobre,basal,0,0,689.5,1,59,14,172,8696,5,1
97,1,0,1.163,1,4,5,138.6567627911014,138.6567627911014,pobre,basal,9,4900,655,1,34,9,168,8697,4,1
98,1,0,1.163,1,5,5,138.6567627911014,138.6567627911014,pobre,basal,9,4900,655,1,34,10,168,8697,4,1
97,1,0,1.163,1,3,5,138.6567627911014,138.6567627911014,pobre,basal,9,4900,655,1,34,6,168,8698,3,1
98,1,0,1.163,1,1,5,138.6567627911014,138.6567627911014,pobre,basal,9,4900,655,1,34,7,168,8698,3,1
97,1,0,1.163,0,9,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,15,168,8699,9,0
98,1,0,1.163,0,9,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,16,168,8699,9,0
97,1,0,1.163,1,6,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,12,168,8700,6,1
98,1,0,1.163,1,7,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,13,168,8700,6,1
97,1,0,1.163,1,4,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,10,168,8701,4,1
98,1,0,1.163,1,5,7,138.6567627911014,138.6567627911014,pobre,basal,0,600,655.5,1,44,11,168,8701,4,1
97,1,0,1.163,1,5,5,138.6567627911014,138.6567627911014,no pobre,basal,0,1250,801,1,57,10,168,8702,5,1
98,1,0,1.163,1,5,5,138.6567627911014,138.6567627911014,no pobre,basal,0,1250,801,1,57,11,168,8702,5,1
97,1,0,1.163,1,7,5,138.6567627911014,138.6567627911014,no pobre,basal,0,1250,801,1,57,13,168,8703,7,1
98,1,0,1.163,1,7,5,138.6567627911014,138.6567627911014,no pobre,basal,0,1250,801,1,57,14,168,8703,7,1
97,0,0,1.163,1,9,3,138.6567627911014,138.6567627911014,pobre,basal,0,0,726,0,98,15,168,8704,9,1
98,0,0,1.163,,,3,138.6567627911014,138.6567627911014,pobre,basal,0,0,726,0,98,16,168,8704,9,1
97,0,0,1.163,0,6,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,15,168,8705,6,0
98,0,0,1.163,0,6,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,16,168,8705,6,0
97,1,0,1.163,1,7,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,13,168,8706,7,1
98,1,0,1.163,1,8,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,14,168,8706,7,1
97,1,0,1.163,1,2,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,8,168,8707,2,1
98,1,0,1.163,1,3,8,138.6567627911014,138.6567627911014,pobre,basal,0,0,720.20001,1,60,9,168,8707,2,1
97,1,0,1.036,1,6,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,13,172,8708,6,1
98,1,0,1.036,1,6,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,14,172,8708,6,1
97,1,0,1.036,1,5,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,11,172,8709,5,1
98,1,0,1.036,1,6,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,12,172,8709,5,1
97,0,0,1.036,1,0,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,6,172,8710,0,1
98,0,0,1.036,1,1,8,139.1773516464196,139.1773516464196,pobre,basal,0,1250,706,1,50,7,172,8710,0,1
97,1,0,1.036,1,2,4,139.1773516464196,139.1773516464196,no pobre,basal,2,0,794,1,72,15,172,8711,2,1
98,1,0,1.036,,,4,139.1773516464196,139.1773516464196,no pobre,basal,2,0,794,1,72,16,172,8711,2,1
97,0,0,1.036,1,5,4,139.1773516464196,139.1773516464196,no pobre,basal,2,0,794,1,72,14,172,8712,5,1
98,0,0,1.036,0,6,4,139.1773516464196,139.1773516464196,no pobre,basal,2,0,794,1,72,15,172,8712,5,1
97,0,0,1.163,0,5,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,16,168,8713,5,0
98,0,0,1.163,,,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,17,168,8713,5,0
97,0,0,1.163,0,5,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,16,168,8714,5,0
98,0,0,1.163,,,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,17,168,8714,5,0
97,1,0,1.163,0,6,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,12,168,8715,6,0
98,1,0,1.163,0,9,8,138.6567627911014,138.6567627911014,pobre,basal,1,0,537,1,48,13,168,8715,6,0
97,1,0,1.163,,0,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,12,168,8716,0,
98,1,0,1.163,0,6,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,13,168,8716,0,
97,0,0,1.163,1,4,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,11,168,8717,4,1
98,0,0,1.163,1,5,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,12,168,8717,4,1
97,1,0,1.163,1,1,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,8,168,8718,1,1
98,1,0,1.163,1,2,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,9,168,8718,1,1
97,1,1,1.163,0,0,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,6,168,8719,0,0
98,1,1,1.163,1,2,13,138.6567627911014,138.6567627911014,pobre,basal,0,1250,545.5,1,50,7,168,8719,0,0
97,0,0,1.163,1,3,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,11,168,8720,3,1
98,0,0,1.163,1,4,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,12,168,8720,3,1
97,1,0,1.163,1,2,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,9,168,8721,2,1
98,1,0,1.163,1,3,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,10,168,8721,2,1
97,0,0,1.163,1,3,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,6,168,8722,3,1
98,0,0,1.163,1,1,6,138.6567627911014,138.6567627911014,pobre,basal,0,1000,576,1,32,7,168,8722,3,1
97,1,0,1.163,,0,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,16,168,8723,0,
98,1,0,1.163,,,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,17,168,8723,0,
97,1,0,1.163,1,6,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,15,168,8724,6,1
98,1,0,1.163,0,6,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,16,168,8724,6,1
97,0,0,1.163,1,6,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,13,168,8725,6,1
98,0,0,1.163,0,6,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,14,168,8725,6,1
97,1,0,1.163,1,1,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,7,168,8726,1,1
98,1,0,1.163,1,2,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,8,168,8726,1,1
97,1,0,1.163,1,3,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,7,168,8727,3,1
98,1,0,1.163,1,1,8,138.6567627911014,138.6567627911014,pobre,basal,4,0,599,1,42,8,168,8727,3,1
97,1,0,1.163,0,3,4,138.6567627911014,138.6567627911014,pobre,basal,2,0,721,1,57,14,168,8728,3,0
98,1,0,1.163,,,4,138.6567627911014,138.6567627911014,pobre,basal,2,0,721,1,57,15,168,8728,3,0
97,1,0,1.163,1,0,4,138.6567627911014,138.6567627911014,pobre,basal,2,0,721,1,57,6,168,8729,0,1
98,1,0,1.163,,,4,138.6567627911014,138.6567627911014,pobre,basal,2,0,721,1,57,7,168,8729,0,1
97,1,0,1.163,1,1,6,138.6567627911014,138.6567627911014,pobre,basal,3,6400,422,1,27,9,168,8730,1,1
98,1,0,1.163,1,2,6,138.6567627911014,138.6567627911014,pobre,basal,3,6400,422,1,27,10,168,8730,1,1
97,1,0,1.163,1,0,6,138.6567627911014,138.6567627911014,pobre,basal,3,6400,422,1,27,6,168,8731,0,1
98,1,0,1.163,1,1,6,138.6567627911014,138.6567627911014,pobre,basal,3,6400,422,1,27,7,168,8731,0,1
97,1,0,1.036,1,7,10,139.1773516464196,139.1773516464196,pobre,basal,1,1250,431,1,48,15,172,8732,7,1
98,1,0,1.036,1,8,10,139.1773516464196,139.1773516464196,pobre,basal,1,1250,431,1,48,16,172,8732,7,1
97,1,0,1.036,1,5,10,139.1773516464196,139.1773516464196,pobre,basal,1,1250,431,1,48,14,172,8733,5,1
98,1,0,1.036,1,6,10,139.1773516464196,139.1773516464196,pobre,basal,1,1250,431,1,48,15,172,8733,5,1
