year,sex,indig,dist_sec,sc,grc,fam_n,min_dist,dist_cap,poor,progresa,hohedu,hohwag,welfare_index,hohsex,hohage,age,village,folnum,grc97,sc97
98,1,0,4.0149999,0,9,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,16,142,16205,9,1
97,0,0,4.0149999,1,8,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,14,142,16206,8,1
98,0,0,4.0149999,0,7,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,15,142,16206,8,1
97,0,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,12,142,16207,6,1
98,0,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,13,142,16207,6,1
97,0,0,4.0149999,1,4,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,10,142,16208,4,1
98,0,0,4.0149999,1,4,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,11,142,16208,4,1
97,1,0,4.0149999,1,1,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,7,142,16209,1,1
98,1,0,4.0149999,1,1,8,99.85985058067774,99.85985058067774,pobre,0,4,0,480,1,36,8,142,16209,1,1
97,0,0,4.0149999,1,8,6,99.85985058067774,99.85985058067774,no pobre,0,6,500,820,1,50,13,142,16210,8,1
98,0,0,4.0149999,1,8,6,99.85985058067774,99.85985058067774,no pobre,0,6,500,820,1,50,14,142,16210,8,1
97,1,0,4.0149999,1,0,3,99.85985058067774,99.85985058067774,no pobre,0,3,320,712,1,26,6,142,16211,0,1
98,1,0,4.0149999,1,1,3,99.85985058067774,99.85985058067774,no pobre,0,3,320,712,1,26,7,142,16211,0,1
97,1,0,4.0149999,1,4,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,13,142,16212,4,1
98,1,0,4.0149999,1,4,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,14,142,16212,4,1
97,1,0,4.0149999,1,5,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,12,142,16213,5,1
98,1,0,4.0149999,1,5,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,13,142,16213,5,1
97,1,0,4.0149999,1,3,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,10,142,16214,3,1
98,1,0,4.0149999,1,3,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,11,142,16214,3,1
97,1,0,4.0149999,1,2,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,9,142,16215,2,1
98,1,0,4.0149999,1,2,6,99.85985058067774,99.85985058067774,pobre,0,0,1000,645,1,65,10,142,16215,2,1
97,1,0,4.0149999,0,5,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,15,142,16216,5,0
98,1,0,4.0149999,0,5,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,16,142,16216,5,0
97,1,0,4.0149999,1,5,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,12,142,16217,5,1
98,1,0,4.0149999,1,6,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,13,142,16217,5,1
97,1,0,4.0149999,1,3,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,8,142,16218,3,1
98,1,0,4.0149999,1,4,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,9,142,16218,3,1
97,0,0,4.0149999,1,1,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,7,142,16219,1,1
98,0,0,4.0149999,1,2,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703.5,1,45,8,142,16219,1,1
97,0,0,4.0149999,1,7,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,15,142,16220,7,1
98,0,0,4.0149999,1,7,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,16,142,16220,7,1
97,1,0,4.0149999,1,4,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,12,142,16221,4,1
98,1,0,4.0149999,1,5,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,13,142,16221,4,1
97,0,0,4.0149999,1,3,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,8,142,16222,3,1
98,0,0,4.0149999,1,4,10,99.85985058067774,99.85985058067774,pobre,0,3,0,703,1,47,9,142,16222,3,1
97,0,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,16,142,16223,6,1
98,0,0,4.0149999,,,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,17,142,16223,6,1
97,1,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,13,142,16224,6,1
98,1,0,4.0149999,,,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,14,142,16224,6,1
97,1,0,4.0149999,1,5,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,10,142,16225,5,1
98,1,0,4.0149999,,,8,99.85985058067774,99.85985058067774,no pobre,0,2,1200,776,1,72,11,142,16225,5,1
97,1,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,16,142,16226,0,
98,1,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,17,142,16226,0,
97,0,0,4.0149999,0,3,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,15,142,16227,3,0
98,0,0,4.0149999,0,3,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,16,142,16227,3,0
97,1,0,4.0149999,0,3,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,14,142,16228,3,0
98,1,0,4.0149999,0,3,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,15,142,16228,3,0
97,1,0,4.0149999,1,5,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,13,142,16229,5,1
98,1,0,4.0149999,1,6,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,14,142,16229,5,1
97,1,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,12,142,16230,0,
98,1,0,4.0149999,0,2,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,13,142,16230,0,
97,0,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,10,142,16231,0,
98,0,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,400,631.5,1,37,11,142,16231,0,
97,1,0,4.0149999,1,7,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,14,142,16232,7,1
98,1,0,4.0149999,1,7,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,15,142,16232,7,1
97,0,0,4.0149999,1,7,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,13,142,16233,7,1
98,0,0,4.0149999,1,7,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,14,142,16233,7,1
97,1,0,4.0149999,1,5,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,11,142,16234,5,1
98,1,0,4.0149999,0,6,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,12,142,16234,5,1
97,0,0,4.0149999,1,4,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,10,142,16235,4,1
98,0,0,4.0149999,1,5,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,11,142,16235,4,1
97,1,0,4.0149999,1,1,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,7,142,16236,1,1
98,1,0,4.0149999,1,2,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,8,142,16236,1,1
97,1,0,4.0149999,1,0,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,6,142,16237,0,1
98,1,0,4.0149999,1,1,9,99.85985058067774,99.85985058067774,pobre,0,3,800,489,1,42,7,142,16237,0,1
97,0,0,4.0149999,0,6,3,99.85985058067774,99.85985058067774,no pobre,0,0,0,790,0,66,16,142,16238,6,0
98,0,0,4.0149999,0,7,3,99.85985058067774,99.85985058067774,no pobre,0,0,0,790,0,66,17,142,16238,6,0
97,0,0,4.0149999,1,3,4,99.85985058067774,99.85985058067774,pobre,0,4,300,689,1,33,11,142,16239,3,1
98,0,0,4.0149999,1,6,4,99.85985058067774,99.85985058067774,pobre,0,4,300,689,1,33,12,142,16239,3,1
97,0,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,16,142,16240,0,
98,0,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,17,142,16240,0,
97,1,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,15,142,16241,0,
98,1,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,16,142,16241,0,
97,1,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,8,142,16242,0,
98,1,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,9,142,16242,0,
97,1,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,7,142,16243,0,
98,1,0,4.0149999,1,1,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,8,142,16243,0,
97,0,0,4.0149999,,0,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,13,142,16244,0,
98,0,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,1200,621,1,42,14,142,16244,0,
97,0,0,4.0149999,0,6,4,99.85985058067774,99.85985058067774,pobre,0,4,1000,712,1,47,16,142,16245,6,0
98,0,0,4.0149999,0,6,4,99.85985058067774,99.85985058067774,pobre,0,4,1000,712,1,47,17,142,16245,6,0
97,0,0,4.0149999,0,3,4,99.85985058067774,99.85985058067774,pobre,0,4,1000,712,1,47,15,142,16246,3,0
98,0,0,4.0149999,1,8,4,99.85985058067774,99.85985058067774,pobre,0,4,1000,712,1,47,16,142,16246,3,0
97,0,0,4.0149999,1,0,4,99.85985058067774,99.85985058067774,pobre,0,2,1200,630,1,29,6,142,16247,0,1
98,0,0,4.0149999,1,1,4,99.85985058067774,99.85985058067774,pobre,0,2,1200,630,1,29,7,142,16247,0,1
97,0,0,4.0149999,1,7,6,99.85985058067774,99.85985058067774,pobre,0,0,0,557,1,71,16,142,16248,7,1
98,0,0,4.0149999,,,6,99.85985058067774,99.85985058067774,pobre,0,0,0,557,1,71,17,142,16248,7,1
97,0,0,4.0149999,1,2,3,99.85985058067774,99.85985058067774,pobre,0,3,400,677,1,29,8,142,16249,2,1
98,0,0,4.0149999,1,1,3,99.85985058067774,99.85985058067774,pobre,0,3,400,677,1,29,9,142,16249,2,1
97,0,0,4.0149999,1,0,4,99.85985058067774,99.85985058067774,pobre,0,5,0,709,1,48,6,142,16250,0,1
98,0,0,4.0149999,1,1,4,99.85985058067774,99.85985058067774,pobre,0,5,0,709,1,48,7,142,16250,0,1
97,0,0,4.0149999,0,8,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,16,142,16251,8,0
98,0,0,4.0149999,,,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,17,142,16251,8,0
97,0,0,4.0149999,1,7,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,15,142,16252,7,1
98,0,0,4.0149999,1,8,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,16,142,16252,7,1
97,0,0,4.0149999,0,6,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,14,142,16253,6,0
98,0,0,4.0149999,0,6,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,15,142,16253,6,0
97,1,0,4.0149999,1,6,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,12,142,16254,6,1
98,1,0,4.0149999,1,7,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,13,142,16254,6,1
97,0,0,4.0149999,1,4,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,10,142,16255,4,1
98,0,0,4.0149999,1,5,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,11,142,16255,4,1
97,1,0,4.0149999,1,1,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,8,142,16256,1,1
98,1,0,4.0149999,1,2,10,99.85985058067774,99.85985058067774,pobre,0,0,0,417,0,41,9,142,16256,1,1
97,1,0,4.0149999,0,1,4,99.85985058067774,99.85985058067774,pobre,0,0,750,694,1,55,10,142,16257,1,0
98,1,0,4.0149999,0,1,4,99.85985058067774,99.85985058067774,pobre,0,0,750,694,1,55,11,142,16257,1,0
97,1,0,4.0149999,1,9,7,99.85985058067774,99.85985058067774,no pobre,0,5,0,764.5,1,49,15,142,16258,9,1
98,1,0,4.0149999,1,10,7,99.85985058067774,99.85985058067774,no pobre,0,5,0,764.5,1,49,16,142,16258,9,1
97,1,0,4.0149999,0,5,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,15,142,16259,5,0
98,1,0,4.0149999,0,5,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,16,142,16259,5,0
97,1,0,4.0149999,1,2,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,8,142,16260,2,1
98,1,0,4.0149999,1,2,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,9,142,16260,2,1
97,0,0,4.0149999,1,3,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,13,142,16261,3,1
98,0,0,4.0149999,0,4,6,99.85985058067774,99.85985058067774,pobre,0,0,750,699,1,52,14,142,16261,3,1
97,1,,4.0149999,1,4,3,99.85985058067774,99.85985058067774,no pobre,0,0,1000,747,1,54,14,142,16262,4,1
98,1,,4.0149999,0,5,3,99.85985058067774,99.85985058067774,no pobre,0,0,1000,747,1,54,15,142,16262,4,1
97,0,0,4.0149999,0,4,6,99.85985058067774,99.85985058067774,no pobre,0,3,0,809.5,1,56,14,142,16263,4,0
98,0,0,4.0149999,0,3,6,99.85985058067774,99.85985058067774,no pobre,0,3,0,809.5,1,56,15,142,16263,4,0
97,1,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,14,142,16264,6,1
98,1,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,15,142,16264,6,1
97,1,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,12,142,16265,6,1
98,1,0,4.0149999,1,6,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,13,142,16265,6,1
97,0,0,4.0149999,1,4,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,10,142,16266,4,1
98,0,0,4.0149999,1,5,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,11,142,16266,4,1
97,0,0,4.0149999,1,2,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,9,142,16267,2,1
98,0,0,4.0149999,1,3,8,99.85985058067774,99.85985058067774,no pobre,0,3,0,707,1,46,10,142,16267,2,1
97,0,0,4.0149999,1,3,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,9,142,16268,3,1
98,0,0,4.0149999,1,4,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,10,142,16268,3,1
97,0,0,4.0149999,1,2,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,8,142,16269,2,1
98,0,0,4.0149999,1,2,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,9,142,16269,2,1
97,0,0,4.0149999,1,1,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,7,142,16270,1,1
98,0,0,4.0149999,1,1,8,99.85985058067774,99.85985058067774,pobre,0,2,400,602,1,30,8,142,16270,1,1
97,1,0,4.0149999,1,1,5,99.85985058067774,99.85985058067774,pobre,0,0,800,465,1,29,7,142,16271,1,1
98,1,0,4.0149999,1,2,5,99.85985058067774,99.85985058067774,pobre,0,0,800,465,1,29,8,142,16271,1,1
97,1,0,4.0149999,1,0,5,99.85985058067774,99.85985058067774,pobre,0,0,800,465,1,29,6,142,16272,0,1
98,1,0,4.0149999,1,1,5,99.85985058067774,99.85985058067774,pobre,0,0,800,465,1,29,7,142,16272,0,1
97,0,1,4.302,1,4,4,141.8934480113655,284.1669175236383,pobre,basal,6,500,570,1,33,10,434,16273,4,1
98,0,1,4.302,1,5,4,141.8934480113655,284.1669175236383,pobre,basal,6,500,570,1,33,11,434,16273,4,1
97,1,1,4.302,1,0,4,141.8934480113655,284.1669175236383,pobre,basal,6,500,570,1,33,6,434,16274,0,1
98,1,1,4.302,1,1,4,141.8934480113655,284.1669175236383,pobre,basal,6,500,570,1,33,7,434,16274,0,1
97,1,1,4.302,1,6,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,15,434,16275,6,1
98,1,1,4.302,1,7,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,16,434,16275,6,1
97,0,1,4.302,1,2,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,9,434,16276,2,1
98,0,1,4.302,1,3,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,10,434,16276,2,1
97,0,1,4.302,1,1,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,7,434,16277,1,1
98,0,1,4.302,1,2,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,583,1,33,8,434,16277,1,1
97,0,1,4.302,0,6,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,15,434,16278,6,0
98,0,1,4.302,1,5,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,16,434,16278,6,0
97,1,1,4.302,1,4,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,12,434,16279,4,1
98,1,1,4.302,1,5,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,13,434,16279,4,1
97,0,1,4.302,1,1,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,7,434,16280,1,1
98,0,1,4.302,1,2,7,141.8934480113655,284.1669175236383,pobre,basal,6,500,606,1,41,8,434,16280,1,1
97,1,1,4.302,1,6,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,14,434,16281,6,1
98,1,1,4.302,1,7,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,15,434,16281,6,1
97,1,1,4.302,1,3,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,11,434,16282,3,1
98,1,1,4.302,1,4,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,12,434,16282,3,1
97,0,1,4.302,1,2,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,9,434,16283,2,1
98,0,1,4.302,1,3,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,10,434,16283,2,1
97,1,1,4.302,1,0,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,6,434,16284,0,1
98,1,1,4.302,1,1,7,141.8934480113655,284.1669175236383,pobre,basal,4,500,594,1,36,7,434,16284,0,1
97,1,0,8.6160002,0,6,2,124.4422752961807,124.4422752961807,pobre,0,0,0,810,0,67,16,143,16285,6,0
98,1,0,8.6160002,,,2,124.4422752961807,124.4422752961807,pobre,0,0,0,810,0,67,17,143,16285,6,0
97,1,0,8.6160002,,0,4,124.4422752961807,124.4422752961807,pobre,0,0,1200,800.34003,1,49,14,143,16286,0,
98,1,0,8.6160002,0,5,4,124.4422752961807,124.4422752961807,pobre,0,0,1200,800.34003,1,49,15,143,16286,0,
97,1,0,8.6160002,0,6,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,16,143,16287,6,0
98,1,0,8.6160002,,,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,17,143,16287,6,0
97,1,0,8.6160002,0,6,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,12,143,16288,6,0
98,1,0,8.6160002,1,6,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,13,143,16288,6,0
97,0,0,8.6160002,,0,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,9,143,16289,0,
98,0,0,8.6160002,1,1,9,124.4422752961807,124.4422752961807,pobre,0,0,0,682.75,0,34,10,143,16289,0,
97,0,0,8.6160002,0,6,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,14,143,16290,6,0
98,0,0,8.6160002,0,6,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,15,143,16290,6,0
97,0,0,8.6160002,0,6,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,13,143,16291,6,0
98,0,0,8.6160002,0,6,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,14,143,16291,6,0
97,1,0,8.6160002,1,5,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,10,143,16292,5,1
98,1,0,8.6160002,1,6,10,124.4422752961807,124.4422752961807,no pobre,0,0,375,746,1,60,11,143,16292,5,1
97,0,0,8.6160002,1,5,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,13,143,16293,5,1
98,0,0,8.6160002,1,5,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,14,143,16293,5,1
97,1,0,8.6160002,1,5,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,12,143,16294,5,1
98,1,0,8.6160002,0,6,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,13,143,16294,5,1
97,1,0,8.6160002,1,3,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,8,143,16295,3,1
98,1,0,8.6160002,1,4,9,124.4422752961807,124.4422752961807,pobre,0,0,800,338,1,50,9,143,16295,3,1
97,0,0,8.6160002,0,6,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,16,143,16296,6,0
98,0,0,8.6160002,,,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,17,143,16296,6,0
97,0,0,8.6160002,0,8,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,14,143,16297,8,0
98,0,0,8.6160002,1,8,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,15,143,16297,8,0
97,0,0,8.6160002,1,6,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,13,143,16298,6,1
98,0,0,8.6160002,1,7,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,14,143,16298,6,1
97,1,0,8.6160002,1,3,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,10,143,16299,3,1
98,1,0,8.6160002,1,4,6,124.4422752961807,124.4422752961807,pobre,0,6,800,623,1,40,11,143,16299,3,1
97,1,0,8.6160002,1,2,5,124.4422752961807,124.4422752961807,pobre,0,0,0,695.5,0,30,11,143,16300,2,1
98,1,0,8.6160002,1,3,5,124.4422752961807,124.4422752961807,pobre,0,0,0,695.5,0,30,12,143,16300,2,1
97,1,0,8.6160002,1,3,5,124.4422752961807,124.4422752961807,pobre,0,0,0,695.5,0,30,8,143,16301,3,1
98,1,0,8.6160002,1,4,5,124.4422752961807,124.4422752961807,pobre,0,0,0,695.5,0,30,9,143,16301,3,1
97,1,0,8.6160002,0,6,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,16,143,16302,6,0
98,1,0,8.6160002,,,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,17,143,16302,6,0
97,0,0,8.6160002,1,4,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,13,143,16303,4,1
98,0,0,8.6160002,1,5,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,14,143,16303,4,1
97,0,0,8.6160002,1,0,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,7,143,16304,0,1
98,0,0,8.6160002,1,2,9,124.4422752961807,124.4422752961807,no pobre,0,7,400,782.75,1,43,8,143,16304,0,1
97,0,0,8.6160002,0,2,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,14,143,16305,2,0
98,0,0,8.6160002,,,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,15,143,16305,2,0
97,1,0,8.6160002,1,2,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,12,143,16306,2,1
98,1,0,8.6160002,1,4,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,13,143,16306,2,1
97,0,0,8.6160002,1,2,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,10,143,16307,2,1
98,0,0,8.6160002,1,2,7,124.4422752961807,124.4422752961807,pobre,0,0,250,723,1,48,11,143,16307,2,1
97,0,0,8.6160002,1,2,8,124.4422752961807,124.4422752961807,pobre,0,0,0,694,1,70,10,143,16308,2,1
98,0,0,8.6160002,1,3,8,124.4422752961807,124.4422752961807,pobre,0,0,0,694,1,70,11,143,16308,2,1
97,0,0,8.6160002,1,4,8,124.4422752961807,124.4422752961807,pobre,0,0,0,694,1,70,9,143,16309,4,1
98,0,0,8.6160002,1,4,8,124.4422752961807,124.4422752961807,pobre,0,0,0,694,1,70,10,143,16309,4,1
97,0,0,8.6160002,1,4,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,12,143,16310,4,1
98,0,0,8.6160002,1,5,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,13,143,16310,4,1
97,0,0,8.6160002,1,4,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,10,143,16311,4,1
98,0,0,8.6160002,1,5,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,11,143,16311,4,1
97,0,0,8.6160002,1,2,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,8,143,16312,2,1
98,0,0,8.6160002,1,3,6,124.4422752961807,124.4422752961807,pobre,0,2,600,590,1,33,9,143,16312,2,1
97,1,1,0,1,6,3,134.7560732061176,285.4250077588848,pobre,basal,6,500,755,1,33,12,431,16313,6,1
98,1,1,0,1,7,3,134.7560732061176,285.4250077588848,pobre,basal,6,500,755,1,33,13,431,16313,6,1
97,1,0,8.6160002,0,6,3,124.4422752961807,124.4422752961807,no pobre,0,0,83.333336,741,1,58,13,143,16314,6,0
98,1,0,8.6160002,1,6,3,124.4422752961807,124.4422752961807,no pobre,0,0,83.333336,741,1,58,14,143,16314,6,0
97,0,1,1.553,1,0,6,142.6004863159566,295.8812465320617,pobre,basal,6,500,652,1,26,6,432,16315,0,1
98,0,1,1.553,1,1,6,142.6004863159566,295.8812465320617,pobre,basal,6,500,652,1,26,7,432,16315,0,1
97,1,1,1.553,0,6,6,142.6004863159566,295.8812465320617,pobre,basal,6,500,652,1,26,15,432,16316,6,0
98,1,1,1.553,,,6,142.6004863159566,295.8812465320617,pobre,basal,6,500,652,1,26,16,432,16316,6,0
97,0,1,1.553,1,5,6,142.6004863159566,295.8812465320617,pobre,basal,0,500,683,1,44,13,432,16317,5,1
98,0,1,1.553,1,6,6,142.6004863159566,295.8812465320617,pobre,basal,0,500,683,1,44,14,432,16317,5,1
97,0,1,1.553,1,3,6,142.6004863159566,295.8812465320617,pobre,basal,0,500,683,1,44,11,432,16318,3,1
98,0,1,1.553,1,4,6,142.6004863159566,295.8812465320617,pobre,basal,0,500,683,1,44,12,432,16318,3,1
